feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,id
103.85566907973777,68.42514157822401,69.35416353759881,106.21205204683694,111.40017953306898,54.0,0
103.00485425454472,66.03786792439622,66.57326790837296,102.41581909060729,119.88327656516567,58.54912467321779,1
97.0051545022222,68.09552114493287,68.26419266350405,99.20181449953424,101.51847122568385,46.0,2
103.9471019317037,77.47257579298626,80.49844718999243,110.34491379306978,109.20164833920778,48.46648326421054,3
